"id"	"sp"	"sex"	"FL"	"RW"	"CL"	"CW"	"BD"
927	"O"	"M"	15.1074924259819	11.4119712425303	30.215880435193	33.282570470674	13.9862141523138
928	"O"	"F"	16.1073256231379	13.5998907882627	31.6058841787279	35.9934453936852	14.0008299355116
929	"O"	"F"	15.5923031334952	14.0872325673793	31.0159310673643	34.4804034732375	13.8173020265717
930	"O"	"M"	21.9145814268291	15.6858622527402	45.4043122944888	51.0057326466497	21.1146990104951
931	"O"	"M"	11.3878094501607	9.01438968643546	22.7153210776579	24.8141864930838	10.0878552947007
932	"O"	"F"	17.4995983951166	14.6928475082573	33.3074939978681	37.5806993336137	14.6185635957588
933	"O"	"F"	16.0987235141173	13.580213663606	31.6035470347945	36.0187399609759	14.0092634820845
934	"O"	"F"	17.0857833631895	14.506672165487	33.0974795217253	37.2044407414459	14.6192796332948
935	"O"	"F"	18.5009641302284	14.6156650409475	37.0054679006617	41.9818281038105	16.5949960626382
936	"O"	"M"	21.5915165454149	14.7933992578741	43.4027757285908	48.1831659535877	20.1026660310198
937	"O"	"F"	17.5141163131967	14.4030039073154	34.48843787577	39.0104317432176	16.0128280579019
938	"O"	"F"	20.0991706248	17.1897853109706	39.7958078099415	44.085236795228	18.5968595223501
939	"O"	"M"	12.5047049255762	9.39662489707582	23.216147811776	26.0145181820821	10.7892257686798
940	"O"	"F"	19.8817803948279	17.9063131809048	40.1103761758935	46.4055748786777	17.8962767031789
941	"O"	"F"	19.8929705985822	16.5841980833001	39.4091176859103	43.8908766564075	17.9150664073415
942	"O"	"F"	18.3058022988774	15.7003246625978	35.0868226537202	40.5074088957999	16.0885520232003
943	"O"	"M"	18.6092069449089	13.4864535353147	36.9182015427668	40.1848177731317	17.0058287286945
944	"O"	"M"	18.8084722121619	13.4057516810671	37.2084424431715	41.1087493042555	17.5134385213442
945	"O"	"F"	18.3095814921148	15.6956739292759	35.1150751143508	40.4933340066113	16.1172620767821
946	"O"	"F"	17.4923759259749	14.4023857099749	34.5176737821009	38.9962950500101	15.9978714918718
947	"O"	"F"	13.98909457854	11.8961850651167	27.0164401158225	31.4083364949189	12.5825930214394
948	"O"	"M"	17.405319122849	12.8197131559812	36.080941083692	39.4820033849496	16.1966891713534
949	"O"	"M"	14.1885802974273	10.7013937235624	27.8160056005511	30.9068546342477	12.7041361076385
950	"O"	"M"	16.2178156209644	11.8045573360845	32.3169098372757	35.2969555800687	14.7112970758416
951	"O"	"F"	17.1198631810024	14.5102941554599	33.1003470794298	37.2097910152655	14.6151911917515
952	"O"	"F"	19.8886440864392	16.5957608549297	39.3890774044208	43.9124291778821	17.8981457934529
953	"O"	"F"	18.7911495190859	15.2111468002386	35.7830418663844	40.5122554675024	16.6198787039611
954	"O"	"M"	17.5095742824581	12.6888624503091	34.6069196775649	38.3997335456591	16.1031229422893
955	"O"	"F"	18.0144457677566	16.2983652791847	37.9162007277179	42.9985643091332	17.1977692968398
956	"O"	"M"	13.7036425931286	10.9922228009813	27.5146918977145	30.5179857034236	12.2028579836804
957	"O"	"M"	17.0948332531005	12.5930151094496	35.0045772284735	38.8883852696232	15.6817550738994
958	"O"	"F"	20.6007644077297	17.5177325855382	41.5133116008993	46.1833095931076	19.1975466736872
959	"O"	"F"	18.4083493318688	15.4835384959169	35.5884386254102	39.999602419259	15.9023693401739
960	"O"	"F"	15.0189270114154	12.2896553963609	30.1158552994393	33.3100901247933	13.9939597785659
961	"O"	"M"	14.7150708480086	11.0999713390786	29.0035047959536	32.1016044916678	13.1083473356627
962	"O"	"F"	14.7140096209757	13.1994070522953	29.6090011944994	33.3829012044426	12.9030828345288
963	"O"	"F"	18.798815984102	15.2162479764596	35.8066833511367	40.4969568002224	16.5980804063939
964	"O"	"M"	15.6901207993366	12.1926321302727	31.7145803946163	34.1999340715259	14.1823530105688
965	"O"	"F"	19.9159370949399	17.9090194479283	40.1090362028033	46.4096752660163	17.8821624407545
966	"O"	"F"	18.3826034825761	15.4816625603382	35.6024576195888	40.0163235408068	15.9174817837309
967	"O"	"M"	21.0171182445809	14.9919565023948	42.907373089036	47.1946194891445	19.3808730679657
968	"O"	"F"	14.9126443132758	13.0007776956353	29.9807916007657	33.7041471262556	13.2928904089145
969	"O"	"M"	12.6823040689435	10.4173240314983	25.998557390729	28.7838590314332	12.0872106382251
970	"O"	"M"	14.0849373238813	10.5117987574916	29.103051121654	31.5877155601326	13.0818123688828
971	"O"	"M"	13.6955265097599	11.0085571195465	27.4844241105672	30.4864865897596	12.2194743802305
972	"O"	"F"	22.5017604677379	17.2185096736718	43.0081140826642	48.7053099488374	19.802948755445
973	"O"	"F"	15.7109796113707	13.5974399118777	31.0170938845817	34.8156829369068	13.7922638035472
974	"O"	"F"	17.9938905443996	16.3046760372259	37.9108932636958	43.0172783732507	17.2121833767183
975	"O"	"M"	17.3902886108495	12.7919167190045	36.1006947029568	39.5103821850941	16.1948963657953
976	"O"	"M"	17.99249075206	13.3962277664337	36.719622827135	41.2969130710885	17.1085036023054
977	"O"	"F"	12.4930574491248	10.0037976510637	24.0858350865822	26.990854204325	10.9184554233402
978	"O"	"F"	18.392142598331	15.6882712295745	36.5143691270426	41.6022690814734	16.382923423294
979	"O"	"F"	17.0878867076058	14.5046334319655	33.1067356934771	37.2005409061257	14.593650797205
980	"O"	"M"	21.504811845189	15.5174007003848	45.4825265492592	49.6993541860487	20.8940413132776
981	"O"	"M"	18.7993650177494	13.8169774310477	39.2037109033298	43.2867510480899	17.8921449366491
982	"O"	"F"	14.0175107093807	11.8853716572095	27.0138802980166	31.3896034956072	12.6129618728627
983	"O"	"M"	18.4056056864094	13.3846745712124	37.8912385325599	42.2028056227788	17.7032166980393
984	"O"	"M"	18.4027057885099	13.419896040326	37.8890124380868	42.2098901184648	17.7083762179408
985	"O"	"M"	17.9822041422687	13.3883165586647	36.7176783389226	41.3163241030276	17.1185002922639
986	"O"	"F"	15.6196439586114	13.9958015150484	31.5943156885542	35.3043642777204	13.7918357439898
987	"O"	"M"	17.09982779474	12.5966133395024	35.0188265126385	38.9095011263061	15.7036393417697
988	"O"	"M"	21.900800281642	15.6958797679655	45.4020068924967	51.0018760062288	21.1153752677049
989	"O"	"F"	17.5132165397331	14.4055086591374	34.5045975102112	38.9951811092906	16.0138716360461
990	"O"	"M"	17.3912663246971	12.8065370952711	36.0812542763259	39.4936324180197	16.1802110392135
991	"O"	"F"	22.5082592997886	17.2072238916345	42.9801852858253	48.6805266868696	19.7934113686346
992	"O"	"M"	18.1906722569745	13.6984842012636	38.7861185833346	42.7187482723407	17.1997300460748
993	"O"	"M"	12.7153663563915	10.3800681556482	26.009388546627	28.7827944285888	12.1159663105477
994	"O"	"M"	16.2993064733967	11.611297658598	31.6136538653821	34.1956589728408	14.4877875641733
995	"O"	"M"	18.0126161937416	13.4188442972861	36.6813285313733	41.2847406865843	17.0880344989989
996	"O"	"F"	17.4924577382579	14.3104756994266	34.4926699867006	39.5821154541615	15.6020234573167
997	"O"	"F"	15.6829345003609	13.6154597983416	30.9804731898196	34.7821934611816	13.7902987657115
998	"O"	"M"	14.086918164473	10.4959167546127	29.1067243114114	31.5919951999094	13.0901900820341
999	"O"	"M"	10.2179629487824	8.19446466714144	20.2126895288937	22.1972379321326	8.98076238636859
1000	"O"	"F"	19.9088367456291	17.8900695756078	40.0829069788661	46.4041850738414	17.9147694295924
1001	"O"	"F"	18.5134810304176	14.5813514736295	37.0175766371842	42.0075108382013	16.6009343837481
1002	"O"	"F"	18.0105134804267	16.3062085252255	37.8981148627307	43.0190456982795	17.2096418499108
1003	"O"	"M"	13.6920575198811	11.0115279859398	27.4876258938666	30.512178917639	12.1997687022109
1004	"O"	"M"	13.4067394740134	10.115293586636	26.6146962935105	29.6055474203173	11.9893922937009
1005	"O"	"M"	17.3807440302893	12.7987323015556	36.1081131635327	39.5100450658333	16.1908458387107
1006	"O"	"M"	13.71998035267	11.014462669529	27.4821569294948	30.5093850508146	12.1967884530872
1007	"O"	"M"	15.0819319862872	11.5014965721127	30.8943786103744	33.9892745727953	13.9098520566802
1008	"O"	"F"	19.1190373816714	16.2943872019555	37.9142426704057	42.5988304381538	17.1914039356727
1009	"O"	"M"	17.5065939039085	12.0123227396514	34.3821003618557	37.2923255560827	15.2972117673233
1010	"O"	"F"	17.9835353882797	14.8832831183542	34.709662919594	39.5047061930783	15.6960147028789
1011	"O"	"M"	13.6859686157666	11.0194575410895	27.4878416441008	30.5073185802903	12.2157027103286
1012	"O"	"F"	20.0988306533545	17.1961178570427	39.7816624513082	44.086294365814	18.5964084656443
1013	"O"	"M"	18.7856761523802	13.4014876609761	37.2029581050761	41.1106061582919	17.5144488964137
1014	"O"	"F"	14.6835113405343	13.1951748664863	29.6142222946323	33.4007090020645	12.9011585794576
1015	"O"	"M"	13.9833207621891	11.5073393594846	29.2059782535769	32.2087861021142	13.1077655248716
1016	"O"	"M"	13.1836806695536	10.9887997764163	27.082404154893	30.3982468512375	12.2044493409898
1017	"O"	"F"	22.4879902241752	17.2116701871715	42.984440306453	48.6874482588284	19.7992844271008
1018	"O"	"M"	14.2186018237751	10.6035180554539	28.7166801173892	31.6847296841256	12.8868462160788
1019	"O"	"F"	14.0191077331267	12.8166640735231	28.8066537784133	32.3935024365224	12.6860961955599
1020	"O"	"M"	18.5888533627242	13.5026733747497	36.8994797869958	40.2010867686477	16.9956538733188
1021	"O"	"F"	14.7159880771022	13.1970799464919	29.6022516159248	33.4166808401607	12.8989907209761
1022	"O"	"F"	17.9993483377341	14.8871396912262	34.6960407725722	39.4853049760591	15.7010705115646
1023	"O"	"F"	15.6112406139541	14.0107855843194	31.5919522521086	35.2896345194988	13.8116191841941
1024	"O"	"F"	21.2927392271627	18.4194555573165	43.8079030805361	48.4138696119562	19.9934051030874
1025	"O"	"F"	21.7020530109387	17.086749617625	41.702571339421	47.1834907455836	19.6107326028217
1026	"O"	"F"	19.9067767812032	16.5817309175152	39.4048904121295	43.8830779738538	17.8864540943876
1027	"O"	"F"	19.7101120883133	16.6955060428195	39.8815260016732	43.5882499226835	18.183444624627
1028	"O"	"F"	20.1016455675568	17.2182621984556	39.8170652378444	44.0807330342196	18.6057693519071
1029	"O"	"F"	19.9920816644933	16.6981194150448	40.3951892372128	45.0834554147162	17.6857046240382
1030	"O"	"F"	16.6973746409081	14.2990764830727	32.2896144722681	36.9854723633267	14.6844956268091
1031	"O"	"M"	18.7966794705857	13.7828686295263	39.1915878650919	43.2978220313136	17.8933316969965
1032	"O"	"M"	21.6079670760408	15.3855948139355	45.6974738753773	49.7145505228732	20.5827704300638
1033	"O"	"F"	18.7937983386591	15.2144298705831	35.8108418452833	40.5167423700914	16.590068327561
1034	"O"	"F"	22.5116384758707	17.2060530370288	43.0131728570536	48.6952448731288	19.7877915847208
1035	"O"	"M"	18.4185596907977	13.390125182895	37.9031794762146	42.194233931303	17.6995324332546
1036	"O"	"F"	18.6087178384978	14.4880068840366	34.6930765335355	39.4132707655523	15.0110064055771
1037	"O"	"M"	18.6053957534116	13.4171770189237	37.7838611944858	41.8818166033737	17.2854428997543
1038	"O"	"M"	14.2108447402343	10.6051677370165	28.6996449635178	31.6937403548509	12.9067863018997
1039	"O"	"F"	16.11039390672	13.6831057638582	31.3963487792294	36.0890833126847	13.8851751456689
1040	"O"	"M"	13.690638994975	10.9902569162846	27.4970312881563	30.5023089552857	12.1826844960544
1041	"O"	"M"	14.2062589022517	10.5901213131472	28.7100039916672	31.7004854346532	12.8858087807056
1042	"O"	"M"	16.214442367712	11.8067884308472	32.3079155861121	35.2841307924781	14.707589961905
1043	"O"	"F"	20.008197903391	16.6983620423824	40.4101928434614	45.0980886739492	17.7180787828472
1044	"O"	"F"	15.0102854271885	12.3116509558447	30.0931374872103	33.2865146967024	14.0125789849833
1045	"O"	"F"	15.5923540376499	13.5055681821611	31.2033263108321	35.0885470067151	14.1125853752717
1046	"O"	"M"	18.6120532029867	13.3990075043403	37.8067781711277	41.9096735455189	17.2995672326349
1047	"O"	"F"	17.5086057834048	14.4149106878135	34.5086687056627	39.008061255049	16.0116917678434
1048	"O"	"M"	21.6051323707402	14.8013041292597	43.3957423153147	48.2192751141358	20.0808376179077
1049	"O"	"F"	17.5023159121163	14.2914672816079	34.5110136895906	39.6013580038585	15.5866282043979
1050	"O"	"M"	14.5890802499652	11.2846813522838	29.9150353059825	33.4954215354007	12.7836476332974
1051	"O"	"F"	18.4079777640011	15.5055060542189	35.5855369801354	40.0147865662444	15.9032842945587
1052	"O"	"F"	18.5150013658591	14.5936239083856	36.9851338785607	41.9888354417123	16.5865585838165
1053	"O"	"M"	17.1088914438803	12.6060374509729	34.9860379745439	38.9034654863458	15.6850581382494
1054	"O"	"F"	16.0943249050342	13.697218792215	31.3905312353652	36.1176488625165	13.9167426570132
1055	"O"	"F"	14.3155400617979	12.1962626472861	28.0931762864906	31.8127030681446	12.5007756247744
1056	"O"	"M"	16.2027352541406	11.7814263113402	32.2804433454387	35.2951139949728	14.7088387528155
1057	"O"	"F"	17.589233623324	14.0157171235885	33.9841442669649	38.6042872053105	15.4972121762391
1058	"O"	"M"	14.1889793927968	10.6974696039222	27.8089560088422	30.9049598639831	12.6970126435533
1059	"O"	"M"	19.3816565584484	14.1117657402344	39.0916000277083	43.2038590028696	17.7986942402087
1060	"O"	"F"	23.082568532154	20.1915496873949	46.1983613871038	52.5153417501878	21.1103012324777
1061	"O"	"M"	18.7895932958275	13.7947343141306	39.1879516564403	43.2939194197021	17.9144227928296
1062	"O"	"M"	18.8061618832499	13.7838280141167	39.2000282016955	43.280253476603	17.9190042231791
1063	"O"	"M"	15.7125374794193	12.1871655139513	31.7171514506079	34.1902889718302	14.1919829991646
1064	"O"	"F"	19.9005319828819	16.6145076845586	39.3913008497655	43.8973634036165	17.8976920370106
1065	"O"	"F"	17.4955349146016	14.7053008719627	33.2926197899133	37.5856705155131	14.5909188314807
1066	"O"	"F"	16.6899941752478	14.2838716847263	32.3002000378072	36.9881047033146	14.7086647425219
1067	"O"	"F"	16.7172533402033	14.2848288257886	32.2890200183634	36.989606204778	14.7005120703299
1068	"O"	"F"	20.4873781445157	17.4959206174128	39.9809670951124	45.4844453261606	19.2074960598536
1069	"O"	"F"	20.088076377511	17.1805034610629	39.7953945975844	44.0931794277392	18.6151005604025
1070	"O"	"F"	17.6113110791612	14.0034027601965	33.9805804265942	38.5944939522911	15.4857984771207
1071	"O"	"F"	14.7094335996453	13.2187956582755	29.5837419517152	33.3828846862167	12.8836495742481
1072	"O"	"M"	14.7014015450422	11.1152981067169	28.996491572354	32.10205182028	13.0818278434686
1073	"O"	"M"	14.2181080816779	11.3081861956976	29.187632241277	32.1977381924819	13.4971203370579
1074	"O"	"F"	21.9151548783667	17.1988093933184	42.5978715409152	47.3953086010925	19.5069785867911
1075	"O"	"M"	14.1171486124955	10.6936050436366	28.6821969244163	31.9045869765617	13.3173632039689
1076	"O"	"F"	21.7088084628526	17.0952799243387	41.7020757929515	47.1811898571439	19.5812906749267
1077	"O"	"F"	18.0152381820325	16.2974663559813	37.902417956451	42.9829451459739	17.1984561279044
1078	"O"	"F"	14.2827435467113	12.1838848640677	28.0975745800603	31.7840615252499	12.4939487071708
1079	"O"	"M"	18.6075692329183	13.4949190446083	36.8957300161198	40.1835450042039	17.0189570694417
1080	"O"	"F"	10.7119066723995	9.70025542932562	21.4168301022053	23.9929707663227	9.7822892252449
1081	"O"	"M"	21.5913219477329	15.4061888404377	45.7198397173639	49.6893008587044	20.6184229363129
1082	"O"	"M"	21.5885972436238	15.4165492432937	45.7010738881119	49.6864521299955	20.6052770653553
1083	"O"	"F"	16.0821826869063	13.6060267873853	31.5923069919925	35.9850455055106	14.0174752860609
1084	"O"	"M"	17.5052255965862	12.7040488268714	34.5976131078415	38.4116628841124	16.1170068722498
1085	"O"	"F"	17.0889785409626	14.5130158429034	33.1077203264367	37.1991482726764	14.5865295677911
1086	"O"	"F"	19.1165438260324	16.3031165347435	37.8982953214645	42.6102166922763	17.2163261425029
1087	"O"	"F"	21.3118643352762	18.3889606263395	43.8193805005029	48.3988860706054	19.9931817226205
1088	"O"	"M"	12.4889586470369	9.39881760424003	23.1843519296776	25.9805984608643	10.7940775580704
1089	"O"	"M"	21.6184682418779	14.8101368776709	43.4129681944381	48.1902936431952	20.0911469557788
1090	"O"	"M"	12.4977252161782	9.41036404473707	23.2000042541698	25.9917715212516	10.7846019329596
1091	"O"	"M"	14.0066924046539	11.484467010079	29.2156581842899	32.205342850266	13.0958087140229
1092	"O"	"F"	18.5157962868921	14.6002430668473	36.9836854340322	42.010723967636	16.6131958100107
1093	"O"	"M"	13.2151004366111	10.9817701454181	27.1118077526893	30.419652541494	12.2005309901107
1094	"O"	"F"	21.3048995110765	18.4174160763901	43.7941243513301	48.4003593587317	20.0130819493067
1095	"O"	"M"	17.8055224602576	12.4826261385251	35.9807683275361	39.7873622758128	16.7062993402965
1096	"O"	"F"	18.3893560398743	15.6928687828872	36.4860635568667	41.6099515227601	16.4098370493297
1097	"O"	"F"	14.0053383342549	12.8046404253878	28.8030846466962	32.4081201619562	12.7150795431621
1098	"O"	"F"	20.5873480393831	17.5067508296762	41.4986291893292	46.193311645221	19.2138801461831
1099	"O"	"M"	21.8858793063741	15.6863569076546	45.4168867386878	51.0014141551498	21.1161111370474
1100	"O"	"M"	13.2025337371789	11.0115796296857	27.1066285233106	30.3972281572409	12.1943047525827
1101	"O"	"F"	12.5955606678035	11.4872087788302	24.9801181342453	28.0860884423461	11.5019325915352
1102	"O"	"M"	18.189285075292	13.6820984744374	38.8116520570964	42.701805816507	17.2184566328768
1103	"O"	"F"	19.9919084366038	16.6922600051854	40.3868996572588	45.1112978421338	17.6975538485311
1104	"O"	"M"	14.6910418701544	11.1161453627888	29.0006696473807	32.0933426315617	13.0962388411816
1105	"O"	"M"	14.2179362984188	10.5841500117164	28.6987635642104	31.7077825927082	12.8899548130203
1106	"O"	"M"	12.7038402132969	10.3840997710358	26.0164634627476	28.8017901931237	12.1131747160945
1107	"O"	"F"	20.1008561778907	17.192440621946	39.8074357769266	44.0800657389034	18.585651635984
1108	"O"	"M"	18.6050900095236	13.491880900152	36.9062616713252	40.1836484223232	17.0086986966711
1109	"O"	"M"	17.5032094490714	12.0142891725339	34.409728333503	37.3130957659613	15.2911463411711
1110	"O"	"F"	21.9179556380399	17.209859899329	42.5968127885647	47.4062677189522	19.4922100652289
1111	"O"	"M"	16.2089232243598	11.8165580657683	32.3157403627038	35.3001627048757	14.7172759469319
1112	"O"	"F"	23.0836039574444	20.18689561042	46.1982052360848	52.4929662319738	21.1065333596803
1113	"O"	"M"	11.3974168244563	8.98300245909952	22.6988372995332	24.815993445674	10.1044594100863
1114	"O"	"M"	14.6078953554388	11.2801790185086	29.8904882696923	33.5077374434099	12.8072859313246
1115	"O"	"M"	14.6810989481304	11.1105542250164	29.0043732454907	32.1164823753573	13.0957994192466
1116	"O"	"M"	23.0932327822782	15.7187560606468	47.5881761124916	52.8106851654872	21.5965440210328
1117	"O"	"M"	13.6861630157195	11.0035108315293	27.5159179353993	30.4888541893475	12.1909226736985
1118	"O"	"M"	15.0980373623874	11.5074316560756	30.9194791796338	33.9842752388213	13.9012676660996
1119	"O"	"F"	18.790836677365	15.1982453784067	35.7852533615194	40.5181360141002	16.5926491433103
1120	"O"	"M"	16.2103033538442	11.8077666898724	32.2964237629995	35.2809643336572	14.7170266028214
1121	"O"	"M"	11.4117004181817	9.01031456798315	22.7199403498881	24.8120632730238	10.1036906307377
1122	"O"	"M"	18.2137399779074	13.7141741992813	38.808632746879	42.6946572810784	17.1890073766652
1123	"O"	"F"	12.5987672293931	11.5189626901504	24.996288078269	28.1027103764284	11.5101421605609
1124	"O"	"M"	17.4910603808239	12.0124447878171	34.3923750609066	37.2925483042933	15.2813391212001
1125	"O"	"M"	12.5009550669976	9.38315342373215	24.1866395656392	26.985299813021	11.19238284274
1126	"O"	"F"	15.6091261323169	13.4818690483551	31.1930875270255	35.1046762928739	14.0881198771019
1127	"O"	"M"	17.5000908280257	11.9965637845825	34.3866936302651	37.2832127324305	15.3004939049203
1128	"O"	"F"	21.8874860667624	17.2168019353691	42.6130850945599	47.3843952399027	19.4905502234772
1129	"O"	"F"	22.4968851417396	17.200941186063	42.9927101478726	48.6950297010317	19.7954273978062
1130	"O"	"M"	17.5071256656107	12.0180616509728	34.399605855532	37.3009636031836	15.2909178484511
1131	"O"	"F"	18.6115598164964	14.492156837536	34.6915778577328	39.4009488575626	14.9963550638966
1132	"O"	"M"	14.208283073511	10.589640695164	28.7002104716375	31.6840343302675	12.9115414552297
1133	"O"	"F"	18.0006016607303	16.2999893947598	37.9036201762315	43.0133422898687	17.181751059927
1134	"O"	"F"	12.913645025054	11.1982061377168	25.8155044599064	29.1134884709585	11.9091295321751
1135	"O"	"M"	13.717830961179	10.9832356708869	27.4828309507761	30.481752724722	12.1969405124988
1136	"O"	"M"	18.8108900371008	13.3948615881428	37.204810468778	41.1171862141881	17.4940512601845
1137	"O"	"F"	11.4112704934459	9.21495136812329	21.7040837241523	24.1079084768519	9.70988076600246
1138	"O"	"M"	18.3807480490953	13.3938820521533	37.8802741410863	42.2118525192793	17.7043999766186
1139	"O"	"F"	18.2819160859194	15.7075504773762	35.1193869528733	40.4965245033242	16.0808988171909
1140	"O"	"F"	21.7135106057487	17.1011389127746	41.681284812279	47.1957917364966	19.6053818168771
1141	"O"	"F"	14.016648710547	12.7911770427693	28.7874603285082	32.3950997190457	12.6911723853834
1142	"O"	"M"	15.6906169090699	12.2151618199982	31.7083315882087	34.1942861650139	14.21670522701
1143	"O"	"F"	17.51897897847	14.4131728803366	34.5065952195227	39.0051283695642	16.0119218563847
1144	"O"	"M"	17.10170672643	12.5860618690308	34.9883784965612	38.9009064500965	15.7049560851697
1145	"O"	"F"	15.6143382613454	13.9879401515797	31.609137150161	35.3162719142903	13.8085317267664
1146	"O"	"M"	18.6141257190518	13.3888787520863	37.7926998451725	41.9088912447263	17.2941388218384
1147	"O"	"M"	21.8910365099646	15.705025999276	45.3908016535733	51.0113734746445	21.1161378225312
1148	"O"	"F"	13.9900980206113	12.8064901946951	28.7942617425136	32.4144873755425	12.7028964312933
1149	"O"	"M"	15.4103258170001	11.104253569087	30.188879752215	33.5871259315591	13.4891445421055
1150	"O"	"M"	16.2106556259841	11.819200018039	32.2844576834608	35.2919256428257	14.699910371881
1151	"O"	"M"	14.1921841692924	10.6897635300271	27.8074519980885	30.8863739712257	12.6882140739541
1152	"O"	"M"	15.4046329590119	11.1145173623133	30.2136729201209	33.5918689791579	13.491420878917
1153	"O"	"F"	16.0811446484737	13.6166088179126	31.59043562443	36.0133860997949	13.9962835148722
1154	"O"	"M"	15.1087978904042	11.4983766386751	30.8924078330956	34.0020491753519	13.8801077417005
1155	"O"	"M"	14.6912494229991	11.0843487101141	29.0037588522304	32.0884211686812	13.1052466450073
1156	"O"	"M"	21.8960019647703	15.6851210675854	45.3861119051091	50.992675876366	21.1113251591194
1157	"O"	"M"	9.0916496532131	6.91856282930821	16.6927484285273	18.5853428550437	7.41107757406309
1158	"O"	"F"	20.1146244578622	17.2040589993726	39.7935284081008	44.1041885422915	18.6011006885767
1159	"O"	"M"	18.5919080683496	13.4117185002752	37.7832297690865	41.9140536532644	17.29175937525
1160	"O"	"M"	14.7077823418099	11.0802941323165	29.0151642732043	32.1096498145722	13.1046833534539
1161	"O"	"M"	13.4105485037994	10.1154450913053	26.5839101505652	29.6110241077747	11.9993312994204
1162	"O"	"F"	15.6050603535399	14.0052011669707	31.590110923145	35.3020941512939	13.8013732799981
1163	"O"	"M"	16.185058442289	11.7972846250702	32.3087466394715	35.3097814607061	14.6905670780595
1164	"O"	"F"	12.5846612294484	11.4851684636623	24.990240118457	28.0963894296251	11.4854114519339
1165	"O"	"M"	22.9944097128417	16.782686896082	47.2012272486277	52.0945815946814	21.5146634939313
1166	"O"	"M"	23.0054440163169	16.7872591116373	47.1852413128316	52.0918448944017	21.5117628760729
1167	"O"	"F"	14.6803869093209	13.1975787636358	29.5960236936249	33.3924723685719	12.9101582045015
1168	"O"	"M"	14.2058866266347	11.2998336096294	29.2175369832292	32.2073564252537	13.4805209237896
1169	"O"	"M"	17.1148652151227	12.5997269135993	35.0002184475679	38.8969171997812	15.7067108577769
1170	"O"	"F"	21.3076425109804	18.4046816891339	43.7824910627305	48.3981421783008	20.0085377723537
1171	"O"	"M"	18.5945236417372	13.3800940333586	37.8082517504133	41.9032455113996	17.2960439923685
1172	"O"	"F"	21.3090097563155	18.3873980008718	43.818617100874	48.4006160528585	19.9999212203268
1173	"O"	"F"	15.6123786481097	13.5055729732476	31.2074387071189	35.0967789973971	14.102564142514
1174	"O"	"M"	21.5146661463752	15.5005561530683	45.4813272936177	49.6899409223255	20.9047994288243
1175	"O"	"F"	18.8185182593483	15.2157922890969	35.8094809243735	40.4861646641698	16.6033481021598
1176	"O"	"F"	12.8982549369521	11.1817498287838	25.8006713336147	29.0809917866159	11.8858151153475
1177	"O"	"M"	11.4026216986775	8.98232030525804	22.6821890839376	24.8161870993394	10.0825017271284
1178	"O"	"F"	18.6160173774604	14.5047472166549	34.7013921044022	39.4005519083142	15.006090572523
1179	"O"	"F"	10.7107799845189	9.70023650004528	21.4185902849771	23.9979425672069	9.80424728785642
1180	"O"	"M"	22.9939752070326	16.7950960787665	47.2173395641986	52.0982060013898	21.516005786825
1181	"O"	"M"	17.1162481650896	12.6098298605531	34.9883274939656	38.8941356107965	15.7081324367411
1182	"O"	"F"	19.9967561949044	16.7174596066494	40.4150202532951	45.0903932039719	17.7019410338812
1183	"O"	"M"	19.3869888249785	14.397476800438	39.796089812424	44.290180708887	17.9026939026266
1184	"O"	"M"	13.4118213621713	10.0807022188883	26.6073101355508	29.5924796147645	12.0068950858153
1185	"O"	"M"	21.5967967951577	14.7871517797466	43.3853694916703	48.1996252259426	20.0929841681104
1186	"O"	"M"	23.1108147428278	15.7162934731133	47.5971053630672	52.8191331199184	21.6187481566332
1187	"O"	"F"	18.4961277143564	14.5931013944186	37.0015074914973	42.0088261038903	16.5930766594131
1188	"O"	"F"	14.7098483930342	13.1963794343825	29.5972547851969	33.4167674853466	12.8930770697165
1189	"O"	"F"	11.408194379732	9.21293526136316	21.7052555845678	24.0809200819395	9.71818121837452
1190	"O"	"M"	17.9923632527702	13.4180718480609	36.6985448148288	41.2966798064765	17.1175948878564
1191	"O"	"M"	17.4813093204983	12.6920484449342	34.6115811482724	38.4015946763009	16.1124246519804
1192	"O"	"M"	15.1029761867505	11.3896914238855	30.1966960383393	33.3172636478022	14.0188481089752
1193	"O"	"M"	18.6145694285259	13.5004878471326	36.9011806806736	40.2006914678309	16.9918130376283
1194	"O"	"M"	18.607104563266	13.5134958045185	36.8976692445949	40.2143965741619	17.0012539072894
1195	"O"	"M"	12.5029758198373	9.38668814593926	24.197039899705	27.0147425870504	11.1917595356703
1196	"O"	"M"	22.980444427412	16.8137364359107	47.2041349697392	52.0976173404697	21.4847030178364
1197	"O"	"F"	18.6161903061904	14.4852551045921	34.6884663913772	39.3833529052045	14.9989866978396
1198	"O"	"F"	17.4971914030984	14.408139403509	34.5183513642196	39.0083352712821	16.0064414187893
1199	"O"	"M"	15.4167017010693	11.1020818555448	30.2034188401606	33.5993663888238	13.5117718200013
1200	"O"	"F"	21.3115248931851	18.400593415061	43.7892190450523	48.4012429933436	20.0004662926588
