"Class"	"Sex"	"Age"	"Survived"	"Age_Num"
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"1st"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"2nd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"3rd"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
"Crew"	"Female"	"Adult"	1	-99
